sep 21/16:30:38.546 DEBUG2 : 		

StartSession()

sep 21/16:30:38.546 INFO   : Debug Log(info): Loading the I-jet driver
sep 21/16:33:27.439 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:27.451 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:27.451 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:27.451 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:27.451 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:33:27.451 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:27.451 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:27.463 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:27.464 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.464 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:27.464 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:27.464 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:27.464 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:27.464 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:27.465 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:27.467 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:27.467 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:33:27.469 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:27.469 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:27.469 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:27.470 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:27.470 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:27.470 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:27.470 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.470 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:27.470 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:27.470 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:27.470 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:27.470 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:27.470 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:27.481 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:27.481 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:27.481 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:27.481 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:33:27.481 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:27.481 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:27.495 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:27.495 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.495 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:27.495 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:27.495 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:27.495 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:27.495 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:27.496 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:27.499 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:27.499 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:33:27.500 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:27.500 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:27.500 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:27.500 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:27.501 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:27.501 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:27.501 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.501 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:27.501 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:27.501 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:27.501 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:27.502 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:27.502 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:27.513 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:27.513 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:27.513 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:27.513 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0.001s
sep 21/16:33:27.513 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:27.513 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:27.527 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:27.527 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.527 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:27.527 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:27.527 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:27.527 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:27.527 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:27.528 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:27.531 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:27.531 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:33:27.532 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:27.532 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:27.532 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:27.533 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:27.533 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:27.533 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:27.533 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.533 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:27.534 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:27.534 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:27.534 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:27.534 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:27.534 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:27.546 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:27.546 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:27.546 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:27.546 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:33:27.546 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:27.546 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:27.558 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:27.558 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.558 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:27.558 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:27.558 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:27.558 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:27.558 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:27.559 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:27.562 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:27.563 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:33:27.564 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:27.564 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:27.564 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:27.564 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:27.565 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:27.565 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:27.565 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.565 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:27.565 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:27.565 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:27.565 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:27.566 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:27.566 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:27.576 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:27.576 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:27.576 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:27.576 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:33:27.576 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:27.576 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:27.589 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:27.589 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.589 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:27.589 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:27.589 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:27.589 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:27.589 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:27.590 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:27.594 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:27.594 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:33:27.595 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:27.595 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:27.595 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:27.596 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:27.596 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:27.596 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:27.596 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.596 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:27.597 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:27.597 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:27.597 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:27.597 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:27.597 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:27.633 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:27.633 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:27.633 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:27.633 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 104 polls in 0.026s
sep 21/16:33:27.633 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:27.633 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:27.636 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:27.636 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.636 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:27.636 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:27.636 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:27.636 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:27.636 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:27.637 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:27.640 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:27.640 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002110 (268443920)
sep 21/16:33:27.641 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:27.641 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:27.641 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:27.642 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:27.642 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:27.642 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:27.642 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.642 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:27.643 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:27.643 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:27.643 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:27.643 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:27.643 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:27.654 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:27.654 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:27.654 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:27.654 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:33:27.654 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:27.654 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:27.668 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:27.668 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.669 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:27.669 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:27.669 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:27.669 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:27.669 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:27.669 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:27.672 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:27.672 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002110 (268443920)
sep 21/16:33:27.673 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:27.674 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:27.674 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:27.674 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:27.674 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:27.674 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:27.675 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.675 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:27.675 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:27.675 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:27.675 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:27.675 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:27.675 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:27.687 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:33:27.687 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:33:27.687 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:33:27.687 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0.001s
sep 21/16:33:27.687 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:33:27.687 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:33:27.699 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:33:27.699 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.700 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:33:27.700 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:33:27.700 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:33:27.700 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:33:27.700 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:33:27.700 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:33:27.703 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:33:27.703 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:33:27.704 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:33:27.704 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:33:27.704 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:33:27.706 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:33:27.706 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:33:27.706 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:33:27.706 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:33:27.706 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:33:27.706 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:33:27.706 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:33:27.706 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:33:27.706 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:33:27.706 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:33:27.718 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
